key,status,group_index,family,imagespace_enum,imagespace_class,stage,descriptor_hex,dxbc_sha256_1_6,raw_hlsl_sha256_1_6,contract_sha256_1_6,dxbc_sha256_1_7,raw_hlsl_sha256_1_7,contract_sha256_1_7,canonical_source,source_disposition
6|PS|276980225,changed,6,Lighting,,,PS,0x10826201,8F146D39C0A83AE1478447936F0D2C3A3011F3BCA7333E57612A0468EB5327BC,62B23DAC9F2D314FDFF0AA9C1ACA503ACE179EB3236D441A35469B018D0AC3EC,CDF6FF34D738A7C307CF49E4A503F3503E16DB016DC9062D42C6DB948D653992,680FFA51DC65524832A8D601A31FBB5CBD5A24605E6895878331C7EE895E5160,E93156B7EC2D8B0E063A368C3CFD0AB6DA2D5D3A4E9741EF712ED58117FAAC2F,CDF6FF34D738A7C307CF49E4A503F3503E16DB016DC9062D42C6DB948D653992,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|276980737,changed,6,Lighting,,,PS,0x10826401,8DE7AB1D74EEB5B53227E0D3084433D1045EA7DFBAD358274E1E862C1231ED28,268DD3006ADFC378C87015532E36D5715466F000D461F192D15598E8405FE253,59830AB81B5C526F21948C079E02F5BD3EB55B198E231D6998833B270040E788,C3D3DE7D51311ECAA0218AF4912435E9CC123F3D4A634E6F01C73D04AD947825,79AC569518C81E9A56FA2EB3CF038DCC00E9C7F588086647DFDF7DE19725EF8E,59830AB81B5C526F21948C079E02F5BD3EB55B198E231D6998833B270040E788,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|276981249,changed,6,Lighting,,,PS,0x10826601,A1116FC144FE777E572601CF10C1ACE591F41E42949FEFF60B259CA94AD924FD,2F6F7F3AFB79AAE7787DD2135A109B8DB443B7192BE7AF04B9BB844639B71F4F,59830AB81B5C526F21948C079E02F5BD3EB55B198E231D6998833B270040E788,F39365263C3BFF2FD4DBB4650E9C766902F66A9E2433A1E1FA4EDA1A1C20273D,2B5F4597FCC6C39F057100506F001EB1EB378F86414303E952B32F876EB7EA39,59830AB81B5C526F21948C079E02F5BD3EB55B198E231D6998833B270040E788,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277872641,changed,6,Lighting,,,PS,0x10900001,AF6D8D603254CBF600CCD1F1F946A5E83BC8D504BF9FB488F4FB1483EC71B752,253BAB8DD5CE062BC61893B058C7D0AB33F6A6EB9CBED726EA732F7832016647,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,B0FB0486BAA4EF7554C42C6CCCFCFEEF8B1E5124D07E513C3AE49BD314CF54F4,89763B6F283B0951F9A728496B3DD0CACA084F10E4D9D9F9F3E1F052509E6598,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277873153,changed,6,Lighting,,,PS,0x10900201,B10C3B25592AA8F2F9A7BC23DCB5A1FB055BEC68D9F1CC58AB7D737E9C5140F9,4684E76771A9463BD28BE6482F1517615D300A1E6A568BE4E3366FC8C2170A97,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,53EBC40E6A6D0AF6CEC0BA8A4F84B6C7D493730B08C53D84235DD447DB142715,50484306E2CD7F4583EB3865F4C3E18C81DDC812DD9E9C0E0592A2C989E22244,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277889025,changed,6,Lighting,,,PS,0x10904001,270EB86EA04B6A57B6FD07F4D6928A6DA933CC8A6440EA3F94501E02B3BE1EAB,1FF2A26FF90E10B33591869472391E14C1E1839CD929F883D923EFF7FA79F6C6,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,1F4938DA6EB0D2981C787E4FB23401F023896087BAA052EBA3BDAF7296058CDF,358636735A0E8E9E089E77D4FED4F28B46387F62DCD1E074A239501858DBFD38,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277889537,changed,6,Lighting,,,PS,0x10904201,371FAAA45F70A44D1BEF63F320619F7172A2029B815FE41927829AF2B54A5C96,C699F94034B9F906BF87BD84F7296E59821A2277F61BB0AD18E9A92ED549E60C,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,21433DCFFE019F63474F1F4A95A0E8FE81C54AF64070188A3EC6E670FF11ADC2,ABE8CD1CE2D77B99BBE54A4EEBDF5BA39FF416107887C36DB29C436054DEC6FE,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277897217,changed,6,Lighting,,,PS,0x10906001,F5636A7010402842556F3C344B825C2F6B4F51B11C87B03D6CF47A4D6129D2CD,A3FDAA256137494F9AD4B293ACBC0FE0B9CE6FD18EB380641643C89818B8DE4A,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,3AAE89492CD8CE4B3599AB02FFE76124B8F199B1051BC2DD74087942FE8F70F6,3C3AB2EB87B20FB6D0B60498724634C708A72E2478F9CFA47C1DEFB715F0B895,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|277897729,changed,6,Lighting,,,PS,0x10906201,E6A973ECC438B95AE90C2045A95EF4E0BCD10389374D92F71EF42DA5664573D2,A555AFEC8F3A21165376A08905DD29AB1BEDAFBFD4149C3A9C349251C552F5FA,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,70F5C51D6A50E2EE734B69A4D2D5985E86B559302CAA8D35781975E9081BB7CE,C5C184C500216EA0A9891AB7F854E61B7C8820D613EBEA19F59C516689E000E4,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278003713,changed,6,Lighting,,,PS,0x10920001,DD9939906610BFFC9EC2ED9D0E004BB073F6F454DCFA9A2434090C4D2ED606BE,FB706AC31AE8CAE4C8147E1B2BAEC2F633195E83945E6594CB1F7EFAB0E45DF0,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,DC30D013A1C0229CD774DB3A9AF89EE1481E423E5FE8259F51323348923F1288,88158ACE61C5CB31A3E5787923457939B367D9DC6088D3F990D0C4CDBF16A9B8,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278004225,changed,6,Lighting,,,PS,0x10920201,DFDC076308FE4021297D7FA98617B16C67FE2F7455D48CF2076D8936BC7013F9,829706656A13D6EF80D11CFA4B59C848B85D9C57536FA155CC798065189DA847,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,91AB23D9C442E8F1B462CCABF2B6C6E3168117064EB3E5875620ADF553D6F0AA,EA75AAD7DF2587565959CC532F92B8A619B3025F30BF614CB8E5A1E36769D3DA,5B29BA5E89EF6A87101F137361610DA8EED481A09CA37AA6F81F218167ED9048,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278020097,changed,6,Lighting,,,PS,0x10924001,3E86979CEE98EF71BB431B234AB615DB330646A73DC53C816136944E73615913,D31C367043D471A3F682AE0026F34EEC28CFE7739A4A2B1889D9F87646C0B95C,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,7AED172EA7176D016545F81940A8303F6AABD59F42432196709E43A9F6244F0B,E4B3791D5A398070ADBB8FFECCF9583F8FEE51DBCF6C76BD0DD93854DC599ACE,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278020609,changed,6,Lighting,,,PS,0x10924201,5953B05FD024C948E2DD4601519B7A450F28CE0D6E088B6C751E996FA0775ECD,6DF3E736D89EF7857047FFBF7923CB70310501EDE77CC8C80820F5BF5E6054B8,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,281E7D55D5843E2390D7EBD702059F9329F8EDEB2B695B3F99CC76CA93ED24A9,90AF09EBFED29904B85DFBD3BD86E3073CF9725EF903A4ABE34C589D92A673A0,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278028289,changed,6,Lighting,,,PS,0x10926001,7CCF0514176E806691B56EE32FA54A6AB3B4DAB1135F850DA6338640CC19FA20,21207D9F51D5001C3283D73AB5A364BBE9CEB3910D722588C900ED8873FAEA97,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,E04615EDD14456ECF27FA1FF9237B4315FD85A40F58E9CCF6614B3BDD11EF516,21A75B4D3A6EF5F4074609548D3417B89032AB3E190DDD10348B7CAF40CF0196,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278028801,changed,6,Lighting,,,PS,0x10926201,198BD0A01F04F3873923E2F52E0DB10BA52C2D34368F5DC77070E1EA44AB8A4E,E7315B82437EFE2CD7CFF8D1AA387FB6C29574E880106A6D488F02D63B8AA4F2,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,3D6CE4EFAEDFDA937435E38C85F821A1A268DC4F43247EA95743E448869D9731,39CD76027E52AA67F91E87628E5B001580FE7E72300FE06F2737A7F4E83C7327,3D84D281E84DA5F2B7447C0081FB819FE905F7315B3A6D42C8CB4B97CC6BCA34,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278921217,changed,6,Lighting,,,PS,0x10A00001,488FC729C8B8B7A77E2643F21DF2D8658A6A0011F2F4BAA8FD62DE1BB50C0592,CDCE46336F832DAB93F0A23C66EC87968FAF312D9625E2B5E051DC4AE85E6CDC,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,1706461DDAC67C9FA46EF99E320A182614438A5B28BA62F05BCEDCF5EAE3B3D1,35D99AC11B357F96E9D670CDDBCE02FEC7AB823641C4139F9934C07B2EB3F038,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278921729,changed,6,Lighting,,,PS,0x10A00201,B2181AD26B12707B49D8A7F989242BA42792BE93DDD0D10D1233828FF5E6ACB8,37F6205DE0EC5C3FB1BC7438FC5C455A612A78B72AC0E1279BE1A093A0183F33,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,A49E9BA42E3025ACF2EC0859D6D25768CB4DD372A150FCFF3D299E8715DF4674,C6541E8BB76AEE6A3A35BC4D06AE4398052B0D36EF8B6AF92DECDF17C9ECC00A,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278922241,changed,6,Lighting,,,PS,0x10A00401,F26EF7AC2A78F86CA38CDF8492E42460EF36297CFADDCFE2792258EB386D0DC6,E6CA6FB4ECFCBBF17FC3614B20C0013FC63CBD0BC18C64657790881136034B82,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,C5A94A051A08C7EFEB99595DB010151DA9E4993E6655A239F99479AEEE724BFC,18760F5E668F84D60BF9D0BB74F9DD8593655BA94883F1FECB7A77C1E2375795,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278922753,changed,6,Lighting,,,PS,0x10A00601,FB65C1299CB5C59E386C201E2BAB1A24F1D40D665EA95676E19727E483AB73A6,4FCFCE9DB866BC1B0B36C3A6E47739E667D52017829DEAC9D693D82A70BB8F92,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,6A0B9FBF6520E9EEEF5F07725EFA4276FCFE2B665423190777CEC74B1B82D042,62A2BB852599688532E3BA8404E6932D4D6C97E20EFF4CAC2DF98B016720DEC7,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278937601,changed,6,Lighting,,,PS,0x10A04001,3A2917250F625470AE1B99269F394B28F05E4355108103E2FFA477A4A2FC4B98,75A773B474A5A0E8BDBA85DD3E2B0130AEF2862435FA63D9B5CDF78512C0D5F3,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,7D696955A04BFFD67FDD6646D62D6079F4C76C3492A38ED3DF0866137F277CBC,03C9662F493ECB6D68EB255A36D7EC765E9EED4498DA9C68966E16A708A8B7BC,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278938113,changed,6,Lighting,,,PS,0x10A04201,E29E165E580EDEF8BBF28F5CD3BB18907BAD70E9C6975633F27001117E22DFAA,9720DDA76393DC74F3D5B99661DF74928C9172B436B442053224E051660C9899,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,C108FD2D3AC678FFF21F3378BC06F59A0AE78FF9C581C0653A261822DFFBBC91,2D465011D75C795D3D7361262A030A05684B02C6285E5951A9680D195ADB1052,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278938625,changed,6,Lighting,,,PS,0x10A04401,96F2D2F7B15B2FEB4FE3A9B9E8F1729FCED323E07D9C225FE3C5E40A623A18A7,E1F3FE92D4E51CBE3E209C160001C597D4A18E548805D2049BCEE4AAAB9BEF82,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,C11A53407F6F39075D2133FCE6A98C330510A0FDD80369952CA5CC88CDB0392D,B5DE5E9D74E5C83341311168BDE27099BB3589F0239A23751AE93C7A36532EA8,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278939137,changed,6,Lighting,,,PS,0x10A04601,C0D674E528C7FAE33C7E5B6186009320DAA53464D46F7C8CF9F95FD08B61C9F8,6559C193511B09BC5A08CF51413B2AFBDF33BC1F88C84826F9AA9BF753EEDE19,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,6B0056BE87AFC9D4E9FDFB49E61C53372E8C663DF4D9E9119C48F85C119E7F65,FEE33EF9C7F8E6D63CD9077D18CF339D648306E7F0D18A15507505297DBC604A,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278945793,changed,6,Lighting,,,PS,0x10A06001,6D7E1A81D5B6FCFE910283816FEC5EC0D74EC1301B1791C040482641929CCA0B,E8EE433428B141D924D2387FD0EC1226A4580FD35D7CE0C2897D0C49D63E1D61,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,3D934186108D413CCFAC517D74E4A88F63A3FDFDBB4D132AAA9252F1E2035610,46094D79584F7AC6584D094F09EB052AF93CD7380594C594EA5928D9A25A0842,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278946305,changed,6,Lighting,,,PS,0x10A06201,4775B643FD85C13648B06C2CF4DDC08EFD5D4FF0E48A64A9AEA1C7D94DEDFFF6,BEC362B31B6BDE5B762B5506FFFD7FB0935A21E046208AB0A508365EB69904BB,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,52624D701BB6DE247D3FD352866725015A9875489FC25B4D8CA93F8EAAAC9877,ABA0F060CAA5318ECB457AE30A60B4D4A6D97C6AEF90456AAC59B5221ED05E27,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278946817,changed,6,Lighting,,,PS,0x10A06401,61EF8A54A582F80D3294F743B7B5B6E18E6F6817966E3FFD44A6FF641F45AC8A,AF9F8DBC984FE2C095191A679F09D738EAE6303168BB4221C089F1D1F4DF1FD5,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,D190BDA23BAF6CF13B4B173844335D6047F9F2BFB6C0747036C3B20B9306F944,1CB523442780572A05864D1267515FC47167B3ED6F418CDB68846E46EF054FEA,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|278947329,changed,6,Lighting,,,PS,0x10A06601,C63A1FE35E2F3AEB65F7D1D582B6E48DABB4D7025F7CE5DBC5083A59DF0A41D5,6FD368F76053FCA861489256CA3036EFA9A96F24A491DC5E468595B9231FBE16,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,B6A3AEED2A86788E340CDE42FB48B5A3F0098C1EDCF4504424C6A71337C0E4A8,DFDA287D7C8309A90F69B373A181CC264DF5FD4DAA26DD5D964DEF722C73AFFD,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279052289,changed,6,Lighting,,,PS,0x10A20001,B5B8B585EE8CD54AC2729836C472463000E583DF78302437931E5CD2FC438B16,37A939B15E115FDD871F35CD96AAB8B8F3DF497C369A4AC88236CC943F71A10E,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,67EE3399B13B4EA1E803FC9B381435D678E2A0D8E93CAA1F03B7CCF8A5E6BB91,0CC13E8920AB924A45D21C362FBD2BD97678BB59BF6C08B8F8CCF384A2390D37,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279052801,changed,6,Lighting,,,PS,0x10A20201,4E16B07A5A06B31528DD23975CBFBC416DC58B254F1DD80CA0FD440F055E20F5,5D3BED9982F5BCFB8806EF37154112A04F66A72AFED5D659B862F1DB75DFC3FB,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,A044479CA11A310A8C0D91211F1ABFE757C7CBCF99D5B463F69F941197E2B206,CDA90D954920CF5A049793A45C0357238916151B3F0B117E73B8024FD6F75695,3F4B8260B8850F1327CD614E201BCECC1A01D62D849283EF12C38D0C73B99638,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279053313,changed,6,Lighting,,,PS,0x10A20401,402839B78563B51CF10DA2D4EF1BE6C555C1E7789EE69CA62A857C19E2173575,B2F5EEE833984A78244142B7E7549C62F8116CB5DEFD49B11B0407EF64AD25DF,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,F41391ED25FC4D2D5E6299BB90026854303D75F4E71806B474C1348A852DE2E8,BDC46A5EAE989EE3B7821A809614D20A221ED207ED5DB0E8187484D447D1D451,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279053825,changed,6,Lighting,,,PS,0x10A20601,5D1A73F3592D9CFFBC5042563514258AD461C4046F02687D0A9A8325DB670EB2,2ECC982D12958E3A73D47C345211F64DF4A171CE52AD0F32291D77479B69F18B,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,7A709B3BBC202745119B0410EF571B4566A88EAE3985CD8A294122DA7127AC16,EB16E91B713B988C4E680CCADA1FB00410F0F136FAE1A4D1284BA00E0822EFF9,C2E265F2655C992F7160A2CE9B25ED7F5D2F2CEFAB44CD9157FD11ACF3B03D80,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279068673,changed,6,Lighting,,,PS,0x10A24001,99BCFB10E956FFCF0B7380339FE8B1D04E8E1535B43D54EE5936E047B4C48ECF,10E7C12CA01D8CE43BA3C2D3A065B0FCF510B8959930974FA8F034A56D5AF637,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,19E1343272A17D0984FB810762DB96D315EC8551585B66975FDBB6B529800CA5,96B1D1F20FF79C78B094A867B4C3A48E8A10369759105531C0A5681EFBC3553B,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279069185,changed,6,Lighting,,,PS,0x10A24201,D8C737CB78334CA2908FB1C95C275CEAF752EE2EA2FC4CBDEA34F8F4640E958E,4265D1593B593D0256E6902B1A7B93705909879FBD8E75D9E917E30F47F27DC3,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,3DAE042FF4F4C9E172B7436ED4F9698289FD43BAFF713B9B3C7A92DA0119E9AE,6B9EB5DA72AED5B66762D17A62AA540551F190B86DB8F529DC2B708340A664A3,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279069697,changed,6,Lighting,,,PS,0x10A24401,41418F86B7DA4C70400C89DAF10ED188DA2BCEA1FEA1615F925BDD03B49F5C9B,082EFF2381BB28E3DD699611279354161C7E479702905B1C2A6590960584CAA2,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,FF49FFEFE8AB348506E6BBA9E34A01D951BB13406987B80F95388CA015710821,7B5F3E06380EE32195FE53F74BABB86BC52A1B214B06D9FA9AA8DB1270A37FA1,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279070209,changed,6,Lighting,,,PS,0x10A24601,6530E2E9C0A3626CE39ECDA86AB475CCBC3F1CF4196669210B88AB43F6D51D27,667F449C945DA7045B742A683E295F36643E451109241602AA5E29BCF4C23641,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,364CFFE449ED077CF6CDD5E966C86DFA1FA376DC11B9BEE532646978AD532517,F3398311D36A950393F489A69E89062D2AB66956347496B1C2FEB9162A5F90E9,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279076865,changed,6,Lighting,,,PS,0x10A26001,C1439C1D4269102660ADBD32160E310A795E278949CD400471B02EB003964BD8,81143CCF32963197B63E8627EF075ADB7FB1CB5F3F284351CD9B71C7F183A13D,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,52868434E5F9CA0A670559D0AAF945BC3AB3878F3A8EF13171B560A1A179C40E,69E9CD3C45130563E57330B9DAA2B6A4201170FA8920D7DC42D41A7D99031F15,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279077377,changed,6,Lighting,,,PS,0x10A26201,18533CFB855F780193E9DEE7E82757F2EC5674B57D07FEBF2AA3CB55AFC6DD01,D38047B8FAE9446053DDDA24D521F2AC4D27AC5526903F380810CE63426142A9,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,7BF2AEFFBBBDF5B2DF8E94D368D6A2B6985461EF40BC8AB3F4216A46F57B7519,F29C93931C106EBD5ADFEFDEB7B037C2BD564D6A547C48117E90CA8951CC4DD2,76A94A30C064E9455D1588722A3F2C8C144928C7F987FFE250176298BD82C2C3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279077889,changed,6,Lighting,,,PS,0x10A26401,0C5422B9264524AEB4438DB203B9E90FA0F9C3EA95426011110132D2F38827FE,941F401594C6C2DEF75146C4E4C12830182DDD2F35F80C74492A0C24190876E2,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,AE822137FB332EDD4C0745D5464F1431935ED12179E7BB51FB2367A2A6F8FDEB,87B9C3A99AE303D89E9A58AFF84B5DD479822107FED1B331C376F98647DC9857,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|279078401,changed,6,Lighting,,,PS,0x10A26601,9E641AA435FC7DC963220CCAD24908A1859E4ECC09000DC9AAEC4EAC3B99411B,81D8AEE9706861998ADCFFD40F29AB944988CD6F083156D445E7DBDD32729DBF,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,5F99ECD303F13B37AF7B36482816FA92B2AF4C0DE7042818F0CD02779A3F5AB3,F360FF5E09B2A3AE615CE9D9A271844B07C03849884C1FEA4774F1EE66CBD94F,09511DB4C60A84654F40975EF2D4DADA3F594DD7647DEC891CFC4E8313A4AB28,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|281018369,changed,6,Lighting,,,PS,0x10C00001,2992579B5E10E631715EB885AE09353C4EAC3236D21C457C036C45964095DAA9,2CEB03A218C984936C122E7FDD53400E8BDDE0B9703C8D8344BEC502BE34F47A,6289A3D52803BF74D4BF07383451A89AD95E06574DE0C117582972DD6DD148E5,479B00FFD1432031D13DE3593C65856978790D35C32B99526B08CC115D3E117C,AFA4531D32F2489E02D75A4BDD4126AAAA6484ADD696D32A02B05C59690305BD,6289A3D52803BF74D4BF07383451A89AD95E06574DE0C117582972DD6DD148E5,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|281018881,changed,6,Lighting,,,PS,0x10C00201,10753F523E97293BC7E1A131701AE42F8948356D7E0BF2E3C49BAF57BB76887F,7842966FDFFB61EE80A69A2629EF3A41C6424388E0706DEB75ABB2D6D9FA1B59,6289A3D52803BF74D4BF07383451A89AD95E06574DE0C117582972DD6DD148E5,55356031B52FF18B6241B18EFA4C2D02BFB007394F17112CD6E49825557C0135,01FE9FF5F90ED7A457FBC3ABD83693502B12450FA36FB1084E849796121D85C7,6289A3D52803BF74D4BF07383451A89AD95E06574DE0C117582972DD6DD148E5,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
